"Id","date","total_steps","total_distance","tracker_distance","calories","very_active_distance","light_active_distance","sedentary_active_distance","very_active_min","sedentary_minutes","Weight_kg","IMC","manual_report","sleep_record","min_asleep","time_bed"
1503960366,2016-05-06,12159,8.029999733,8.029999733,1896,1.970000029,5.809999943,0,24,754,NA,NA,NA,1,334,367
1503960366,2016-05-07,11992,7.710000038,7.710000038,1821,2.460000038,3.130000114,0,37,833,NA,NA,NA,1,331,349
1503960366,2016-05-08,10060,6.579999924,6.579999924,1740,3.529999971,2.730000019,0,44,574,NA,NA,NA,1,594,611
1503960366,2016-05-09,12022,7.71999979,7.71999979,1819,3.450000048,3.74000001,0,46,835,NA,NA,NA,1,338,342
1503960366,2016-05-10,12207,7.769999981,7.769999981,1859,3.349999905,3.25999999,0,46,746,NA,NA,NA,1,383,403
1503960366,2016-05-11,12770,8.130000114,8.130000114,1783,2.559999943,4.550000191,0,36,669,NA,NA,NA,1,285,306
1503960366,2016-05-12,0,0,0,0,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1624580081,2016-04-12,8163,5.309999943,5.309999943,1432,0,5.309999943,0,0,1294,NA,NA,NA,NA,NA,NA
1624580081,2016-04-13,7007,4.550000191,4.550000191,1411,0,4.550000191,0,0,1292,NA,NA,NA,NA,NA,NA
1624580081,2016-04-14,9107,5.920000076,5.920000076,1572,0,5.909999847,0.009999999776,0,1204,NA,NA,NA,NA,NA,NA
1624580081,2016-04-15,1510,0.9800000191,0.9800000191,1344,0,0.9700000286,0,0,1344,NA,NA,NA,NA,NA,NA
1624580081,2016-04-16,5370,3.49000001,3.49000001,1463,0,3.49000001,0,0,1264,NA,NA,NA,NA,NA,NA
1624580081,2016-04-17,6175,4.059999943,4.059999943,1554,1.029999971,1.49000001,0.009999999776,15,1276,NA,NA,NA,NA,NA,NA
1624580081,2016-04-18,10536,7.409999847,7.409999847,1604,2.150000095,4.619999886,0.009999999776,17,1214,NA,NA,NA,NA,NA,NA
1624580081,2016-04-19,2916,1.899999976,1.899999976,1435,0,1.899999976,0,0,1299,NA,NA,NA,NA,NA,NA
1624580081,2016-04-20,4974,3.230000019,3.230000019,1446,0,3.230000019,0,0,1289,NA,NA,NA,NA,NA,NA
1624580081,2016-04-21,6349,4.130000114,4.130000114,1467,0,4.110000134,0.01999999955,0,1254,NA,NA,NA,NA,NA,NA
1624580081,2016-04-22,4026,2.619999886,2.619999886,1470,0,2.599999905,0,0,1241,NA,NA,NA,NA,NA,NA
1624580081,2016-04-23,8538,5.550000191,5.550000191,1562,0,5.539999962,0.009999999776,0,1213,NA,NA,NA,NA,NA,NA
1624580081,2016-04-24,6076,3.950000048,3.950000048,1617,1.149999976,1.889999986,0,16,1221,NA,NA,NA,NA,NA,NA
1624580081,2016-04-25,6497,4.21999979,4.21999979,1492,0,4.199999809,0.01999999955,0,1238,NA,NA,NA,NA,NA,NA
1624580081,2016-04-26,2826,1.840000033,1.840000033,1402,0,1.830000043,0.009999999776,0,1300,NA,NA,NA,NA,NA,NA
1624580081,2016-04-27,8367,5.440000057,5.440000057,1670,1.110000014,2.460000038,0,17,1233,NA,NA,NA,NA,NA,NA
1624580081,2016-04-28,2759,1.789999962,1.789999962,1401,0,1.600000024,0,0,1320,NA,NA,NA,NA,NA,NA
1624580081,2016-04-29,2390,1.549999952,1.549999952,1404,0,1.549999952,0,0,1290,NA,NA,NA,NA,NA,NA
1624580081,2016-04-30,6474,4.300000191,4.300000191,1655,0.8999999762,2.119999886,0.009999999776,11,1182,NA,NA,NA,NA,NA,NA
1624580081,2016-05-01,36019,28.03000069,28.03000069,2690,21.92000008,1.909999967,0.01999999955,186,1020,NA,NA,NA,NA,NA,NA
1624580081,2016-05-02,7155,4.929999828,4.929999828,1497,0.8600000143,3.470000029,0,7,1261,NA,NA,NA,NA,NA,NA
1624580081,2016-05-03,2100,1.370000005,1.370000005,1334,0,1.340000033,0.01999999955,0,1344,NA,NA,NA,NA,NA,NA
1624580081,2016-05-04,2193,1.429999948,1.429999948,1368,0,1.419999957,0,0,1322,NA,NA,NA,NA,NA,NA
1624580081,2016-05-05,2470,1.610000014,1.610000014,1370,0,1.580000043,0.01999999955,0,1323,NA,NA,NA,NA,NA,NA
1624580081,2016-05-06,1727,1.120000005,1.120000005,1341,0,1.120000005,0.009999999776,0,1338,NA,NA,NA,NA,NA,NA
1624580081,2016-05-07,2104,1.370000005,1.370000005,1474,0,1.370000005,0,0,1258,NA,NA,NA,NA,NA,NA
1624580081,2016-05-08,3427,2.230000019,2.230000019,1427,0,2.220000029,0,0,1288,NA,NA,NA,NA,NA,NA
1624580081,2016-05-09,1732,1.129999995,1.129999995,1328,0,1.129999995,0,0,1349,NA,NA,NA,NA,NA,NA
1624580081,2016-05-10,2969,1.929999948,1.929999948,1393,0,1.919999957,0.009999999776,0,1301,NA,NA,NA,NA,NA,NA
1624580081,2016-05-11,3134,2.039999962,2.039999962,1359,0,2.039999962,0,0,1328,NA,NA,NA,NA,NA,NA
1624580081,2016-05-12,2971,1.929999948,1.929999948,1002,0,1.919999957,0.009999999776,0,890,NA,NA,NA,NA,NA,NA
1644430081,2016-04-12,10694,7.769999981,7.769999981,3199,0.1400000006,5.329999924,0,2,1131,NA,NA,NA,NA,NA,NA
1644430081,2016-04-13,8001,5.820000172,5.820000172,2902,2.279999971,2.640000105,0,30,1259,NA,NA,NA,NA,NA,NA
1644430081,2016-04-14,11037,8.020000458,8.020000458,3226,0.3600000143,5.099999905,0,5,1125,NA,NA,NA,NA,NA,NA
1644430081,2016-04-15,5263,3.829999924,3.829999924,2750,0.2199999988,3.450000048,0,3,1263,NA,NA,NA,NA,NA,NA
1644430081,2016-04-16,15300,11.11999989,11.11999989,3493,4.099999905,5.090000153,0,51,1135,NA,NA,NA,NA,NA,NA
1644430081,2016-04-17,8757,6.369999886,6.369999886,3011,2.25,3.549999952,0,29,1212,NA,NA,NA,NA,NA,NA
1644430081,2016-04-18,7132,5.190000057,5.190000057,2806,1.070000052,2.450000048,0,15,1271,NA,NA,NA,NA,NA,NA
1644430081,2016-04-19,11256,8.180000305,8.180000305,3300,0.3600000143,5.300000191,0,5,1099,NA,NA,NA,NA,NA,NA
1644430081,2016-04-20,2436,1.769999981,1.769999981,2430,0,1.75999999,0.009999999776,0,1315,NA,NA,NA,NA,NA,NA
1644430081,2016-04-21,1223,0.8899999857,0.8899999857,2140,0,0.8799999952,0.009999999776,0,1402,NA,NA,NA,NA,NA,NA
1644430081,2016-04-22,3673,2.670000076,2.670000076,2344,0,2.660000086,0.009999999776,0,1354,NA,NA,NA,NA,NA,NA
1644430081,2016-04-23,6637,4.829999924,4.829999924,2677,0,4.25,0,0,1265,NA,NA,NA,NA,NA,NA
1644430081,2016-04-24,3321,2.410000086,2.410000086,2413,0,2.410000086,0,0,1351,NA,NA,NA,NA,NA,NA
1644430081,2016-04-25,3580,2.599999905,2.599999905,2497,0.5899999738,1.950000048,0,8,1337,NA,NA,NA,NA,NA,NA
1644430081,2016-04-26,9919,7.210000038,7.210000038,3123,0.8000000119,4.690000057,0,11,1165,NA,NA,NA,NA,NA,NA
1644430081,2016-04-27,3032,2.200000048,2.200000048,2489,0,2.200000048,0,0,1322,NA,NA,NA,NA,NA,NA
1644430081,2016-04-28,9405,6.840000153,6.840000153,3108,0.200000003,4.309999943,0,3,1157,NA,NA,NA,NA,NA,NA
1644430081,2016-04-29,3176,2.309999943,2.309999943,2498,0,2.309999943,0,0,1193,NA,NA,NA,1,119,127
1644430081,2016-04-30,18213,13.23999977,13.23999977,3846,0.6299999952,9.460000038,0,9,816,NA,NA,NA,1,124,142
1644430081,2016-05-01,6132,4.460000038,4.460000038,2696,0.2399999946,3.230000019,0,3,908,NA,NA,NA,NA,NA,NA
1644430081,2016-05-02,3758,2.730000019,2.730000019,2580,0.0700000003,2.349999905,0,1,682,NA,NA,NA,1,796,961
1644430081,2016-05-03,12850,9.340000153,9.340000153,3324,0.7200000286,4.539999962,0,10,1115,NA,NA,NA,NA,NA,NA
1644430081,2016-05-04,2309,1.679999948,1.679999948,2222,0,1.659999967,0.01999999955,0,1388,NA,NA,NA,NA,NA,NA
1644430081,2016-05-05,4363,3.190000057,3.190000057,2463,0.5199999809,2.130000114,0.009999999776,6,1341,NA,NA,NA,NA,NA,NA
1644430081,2016-05-06,9787,7.119999886,7.119999886,3328,0.8199999928,6.010000229,0.01999999955,11,1054,NA,NA,NA,NA,NA,NA
1644430081,2016-05-07,13372,9.720000267,9.720000267,3404,3.25999999,5.670000076,0.009999999776,41,1139,NA,NA,NA,NA,NA,NA
1644430081,2016-05-08,6724,4.889999866,4.889999866,2987,0,4.880000114,0,0,991,NA,NA,NA,1,137,154
1644430081,2016-05-09,6643,4.829999924,4.829999924,3008,2.390000105,2.089999914,0.009999999776,32,1099,NA,NA,NA,NA,NA,NA
1644430081,2016-05-10,9167,6.659999847,6.659999847,2799,0.8799999952,4.96999979,0.009999999776,12,1254,NA,NA,NA,NA,NA,NA
1644430081,2016-05-11,1329,0.9700000286,0.9700000286,1276,0,0.9499999881,0.009999999776,0,713,NA,NA,NA,NA,NA,NA
1844505072,2016-04-12,6697,4.429999828,4.429999828,2030,0,4.429999828,0,0,1101,NA,NA,NA,NA,NA,NA
1844505072,2016-04-13,4929,3.25999999,3.25999999,1860,0,3.25999999,0,0,1192,NA,NA,NA,NA,NA,NA
1844505072,2016-04-14,7937,5.25,5.25,2130,0,5.230000019,0,0,843,NA,NA,NA,NA,NA,NA
1844505072,2016-04-15,3844,2.539999962,2.539999962,1725,0,2.539999962,0,0,527,NA,NA,NA,1,644,961
1844505072,2016-04-16,3414,2.25999999,2.25999999,1657,0,2.25999999,0,0,1293,NA,NA,NA,NA,NA,NA
1844505072,2016-04-17,4525,2.99000001,2.99000001,1793,0.1400000006,2.589999914,0,2,1231,NA,NA,NA,NA,NA,NA
1844505072,2016-04-18,4597,3.039999962,3.039999962,1814,0,2.559999943,0,0,1211,NA,NA,NA,NA,NA,NA
1844505072,2016-04-19,197,0.1299999952,0.1299999952,1366,0,0.1299999952,0,0,1430,NA,NA,NA,NA,NA,NA
1844505072,2016-04-20,8,0.009999999776,0.009999999776,1349,0,0.009999999776,0,0,1439,NA,NA,NA,NA,NA,NA
1844505072,2016-04-21,8054,5.320000172,5.320000172,2062,0.1199999973,4.679999828,0,2,1117,NA,NA,NA,NA,NA,NA
1844505072,2016-04-22,5372,3.549999952,3.549999952,1827,0,3.549999952,0,0,1220,NA,NA,NA,NA,NA,NA
1844505072,2016-04-23,3570,2.359999895,2.359999895,1645,0,2.359999895,0,0,1301,NA,NA,NA,NA,NA,NA
1844505072,2016-04-24,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-04-25,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-04-26,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-04-27,4,0,0,1348,0,0,0,0,1439,NA,NA,NA,NA,NA,NA
1844505072,2016-04-28,6907,4.570000172,4.570000172,1992,0,4.559999943,0,0,1138,NA,NA,NA,NA,NA,NA
1844505072,2016-04-29,4920,3.25,3.25,1856,0,3.25,0,0,1082,NA,NA,NA,NA,NA,NA
1844505072,2016-04-30,4014,2.670000076,2.670000076,1763,0,2.650000095,0,0,218,NA,NA,NA,1,722,961
1844505072,2016-05-01,2573,1.700000048,1.700000048,1541,0,1.450000048,0,0,585,NA,NA,NA,1,590,961
1844505072,2016-05-02,0,0,0,1348,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-03,4059,2.680000067,2.680000067,1742,0,2.680000067,0,0,1256,NA,NA,NA,NA,NA,NA
1844505072,2016-05-04,2080,1.370000005,1.370000005,1549,0,1.370000005,0,0,1353,NA,NA,NA,NA,NA,NA
1844505072,2016-05-05,2237,1.480000019,1.480000019,1589,0,1.480000019,0,0,1320,NA,NA,NA,NA,NA,NA
1844505072,2016-05-06,44,0.02999999933,0.02999999933,1351,0,0.02999999933,0,0,1438,NA,NA,NA,NA,NA,NA
1844505072,2016-05-07,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-08,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-09,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-10,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-11,0,0,0,1347,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1844505072,2016-05-12,0,0,0,665,0,0,0,0,711,NA,NA,NA,NA,NA,NA
1927972279,2016-04-12,678,0.4699999988,0.4699999988,2220,0,0.4699999988,0,0,734,NA,NA,NA,3,750,775
1927972279,2016-04-13,356,0.25,0.25,2151,0,0.25,0,0,986,133.5,47.54000092,FALSE,1,398,422
1927972279,2016-04-14,2163,1.5,1.5,2383,0,1.100000024,0,0,1292,NA,NA,NA,NA,NA,NA
1927972279,2016-04-15,980,0.6800000072,0.6800000072,2221,0,0.6800000072,0,0,941,NA,NA,NA,2,475,499
1927972279,2016-04-16,0,0,0,2064,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-17,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-18,244,0.1700000018,0.1700000018,2111,0,0.1700000018,0,0,1423,NA,NA,NA,NA,NA,NA
1927972279,2016-04-19,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-20,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-21,0,0,0,2064,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-22,149,0.1000000015,0.1000000015,2093,0,0.1000000015,0,0,1430,NA,NA,NA,NA,NA,NA
1927972279,2016-04-23,2945,2.039999962,2.039999962,2499,0,2.039999962,0,0,1295,NA,NA,NA,NA,NA,NA
1927972279,2016-04-24,2090,1.450000048,1.450000048,2324,0.0700000003,1.139999986,0,1,1358,NA,NA,NA,NA,NA,NA
1927972279,2016-04-25,152,0.1099999994,0.1099999994,2100,0,0.1099999994,0,0,1303,NA,NA,NA,NA,NA,NA
1927972279,2016-04-26,3761,2.599999905,2.599999905,2638,0,2.599999905,0,0,1058,NA,NA,NA,1,296,315
1927972279,2016-04-27,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-28,1675,1.159999967,1.159999967,2351,0,1.159999967,0,0,1167,NA,NA,NA,1,166,178
1927972279,2016-04-29,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-04-30,0,0,0,2064,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-01,2704,1.870000005,1.870000005,2411,1.00999999,0.8299999833,0,14,1355,NA,NA,NA,NA,NA,NA
1927972279,2016-05-02,3790,2.619999886,2.619999886,2505,1.159999967,1.159999967,0,16,1322,NA,NA,NA,NA,NA,NA
1927972279,2016-05-03,1326,0.9200000167,0.9200000167,2195,0.7300000191,0.1800000072,0,10,1413,NA,NA,NA,NA,NA,NA
1927972279,2016-05-04,1786,1.24000001,1.24000001,2338,0,1.24000001,0,0,1353,NA,NA,NA,NA,NA,NA
1927972279,2016-05-05,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-06,2091,1.450000048,1.450000048,2383,0,1.450000048,0,0,1332,NA,NA,NA,NA,NA,NA
1927972279,2016-05-07,1510,1.039999962,1.039999962,2229,0,1.039999962,0,0,1392,NA,NA,NA,NA,NA,NA
1927972279,2016-05-08,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-09,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-10,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-11,0,0,0,2063,0,0,0,0,1440,NA,NA,NA,NA,NA,NA
1927972279,2016-05-12,0,0,0,1383,0,0,0,0,966,NA,NA,NA,NA,NA,NA
2022484408,2016-04-12,11875,8.340000153,8.340000153,2390,3.309999943,4.260000229,0,42,1157,NA,NA,NA,NA,NA,NA
2022484408,2016-04-13,12024,8.5,8.5,2601,2.99000001,5.409999847,0,43,1100,NA,NA,NA,NA,NA,NA
2022484408,2016-04-14,10690,7.5,7.5,2312,2.480000019,4.820000172,0,32,1148,NA,NA,NA,NA,NA,NA
2022484408,2016-04-15,11034,8.029999733,8.029999733,2525,1.940000057,5.78000021,0,27,1122,NA,NA,NA,NA,NA,NA
2022484408,2016-04-16,10100,7.090000153,7.090000153,2177,3.150000095,3.390000105,0,41,1237,NA,NA,NA,NA,NA,NA
2022484408,2016-04-17,15112,11.39999962,11.39999962,2782,3.869999886,6.880000114,0,28,1052,NA,NA,NA,NA,NA,NA
2022484408,2016-04-18,14131,10.06999969,10.06999969,2770,3.640000105,6.300000191,0,48,1078,NA,NA,NA,NA,NA,NA
2022484408,2016-04-19,11548,8.529999733,8.529999733,2489,3.289999962,5,0,31,1152,NA,NA,NA,NA,NA,NA
2022484408,2016-04-20,15112,10.67000008,10.67000008,2897,3.339999914,5.400000095,0,48,1053,NA,NA,NA,NA,NA,NA
2022484408,2016-04-21,12453,8.739999771,8.739999771,3158,3.329999924,4.309999943,0,104,1028,NA,NA,NA,NA,NA,NA
2022484408,2016-04-22,12954,9.329999924,9.329999924,2638,4.429999828,4.46999979,0,52,1105,NA,NA,NA,NA,NA,NA
2022484408,2016-04-23,6001,4.210000038,4.210000038,2069,0,4.210000038,0,0,1191,NA,NA,NA,NA,NA,NA
2022484408,2016-04-24,13481,10.27999973,10.27999973,2529,4.550000191,4.579999924,0,37,1161,NA,NA,NA,NA,NA,NA
2022484408,2016-04-25,11369,8.010000229,8.010000229,2470,3.329999924,4.460000038,0,44,1171,NA,NA,NA,NA,NA,NA
2022484408,2016-04-26,10119,7.190000057,7.190000057,2793,1.429999948,5.110000134,0,55,1086,NA,NA,NA,NA,NA,NA
2022484408,2016-04-27,10159,7.130000114,7.130000114,2463,1.039999962,5.119999886,0,19,1119,NA,NA,NA,NA,NA,NA
2022484408,2016-04-28,10140,7.119999886,7.119999886,2296,0.4099999964,5.389999866,0,6,1123,NA,NA,NA,NA,NA,NA
2022484408,2016-04-29,10245,7.190000057,7.190000057,2611,0.4799999893,5.5,0,21,1098,NA,NA,NA,NA,NA,NA
2022484408,2016-04-30,18387,12.90999985,12.90999985,2732,0.9399999976,10.56999969,0,13,1043,NA,NA,NA,NA,NA,NA
2022484408,2016-05-01,10538,7.400000095,7.400000095,2380,1.940000057,4.5,0,25,1142,NA,NA,NA,NA,NA,NA
2022484408,2016-05-02,10379,7.289999962,7.289999962,2473,2.609999895,4.329999924,0,36,1119,NA,NA,NA,NA,NA,NA
2022484408,2016-05-03,12183,8.739999771,8.739999771,2752,3.99000001,4.28000021,0,72,1104,NA,NA,NA,NA,NA,NA
2022484408,2016-05-04,11768,8.289999962,8.289999962,2649,2.50999999,4.849999905,0,36,1105,NA,NA,NA,NA,NA,NA
2022484408,2016-05-05,11895,8.350000381,8.350000381,2609,2.789999962,4.699999809,0,55,1112,NA,NA,NA,NA,NA,NA
2022484408,2016-05-06,10227,7.179999828,7.179999828,2498,1.870000005,4.639999866,0,24,1104,NA,NA,NA,NA,NA,NA
2022484408,2016-05-07,6708,4.710000038,4.710000038,1995,1.610000014,3.019999981,0,20,1269,NA,NA,NA,NA,NA,NA
2022484408,2016-05-08,3292,2.309999943,2.309999943,1848,0,2.309999943,0,0,1305,NA,NA,NA,NA,NA,NA
2022484408,2016-05-09,13379,9.390000343,9.390000343,2709,2.119999886,5.639999866,0,35,1061,NA,NA,NA,NA,NA,NA
2022484408,2016-05-10,12798,8.979999542,8.979999542,2797,2.220000029,5.559999943,0,57,1084,NA,NA,NA,NA,NA,NA
2022484408,2016-05-11,13272,9.319999695,9.319999695,2544,4.179999828,3.99000001,0,58,1133,NA,NA,NA,NA,NA,NA
2022484408,2016-05-12,9117,6.409999847,6.409999847,1853,1.279999971,4.440000057,0,16,728,NA,NA,NA,NA,NA,NA
2026352035,2016-04-12,4414,2.74000001,2.74000001,1459,0.1899999976,2.200000048,0,3,706,NA,NA,NA,1,503,546
2026352035,2016-04-13,4993,3.099999905,3.099999905,1521,0,3.099999905,0,0,663,NA,NA,NA,1,531,565
2026352035,2016-04-14,3335,2.069999933,2.069999933,1431,0,2.049999952,0,0,653,NA,NA,NA,1,545,568
2026352035,2016-04-15,3821,2.369999886,2.369999886,1444,0,2.369999886,0,0,687,NA,NA,NA,1,523,573
2026352035,2016-04-16,2547,1.580000043,1.580000043,1373,0,1.580000043,0,0,728,NA,NA,NA,1,524,567
2026352035,2016-04-17,838,0.5199999809,0.5199999809,1214,0,0.5199999809,0,0,1053,NA,NA,NA,1,437,498
2026352035,2016-04-18,3325,2.059999943,2.059999943,1419,0,2.059999943,0,0,1062,NA,NA,NA,NA,NA,NA
2026352035,2016-04-19,2424,1.5,1.5,1356,0,1.5,0,0,785,NA,NA,NA,1,498,540
2026352035,2016-04-20,7222,4.480000019,4.480000019,1667,0,4.480000019,0,0,623,NA,NA,NA,1,461,510
2026352035,2016-04-21,2467,1.529999971,1.529999971,1370,0,1.529999971,0,0,749,NA,NA,NA,1,477,514
2026352035,2016-04-22,2915,1.809999943,1.809999943,1399,0,1.809999943,0,0,712,NA,NA,NA,1,520,545
2026352035,2016-04-23,12357,7.710000038,7.710000038,1916,0,7.710000038,0,0,458,NA,NA,NA,1,522,554
2026352035,2016-04-24,3490,2.160000086,2.160000086,1401,0,2.160000086,0,0,704,NA,NA,NA,1,555,591
2026352035,2016-04-25,6017,3.730000019,3.730000019,1576,0,3.730000019,0,0,821,NA,NA,NA,1,506,531
2026352035,2016-04-26,5933,3.680000067,3.680000067,1595,0,3.680000067,0,0,1018,NA,NA,NA,NA,NA,NA
2026352035,2016-04-27,6088,3.769999981,3.769999981,1593,0,3.769999981,0,0,586,NA,NA,NA,1,508,545
2026352035,2016-04-28,6375,3.950000048,3.950000048,1649,0,3.950000048,0,0,626,NA,NA,NA,1,513,545
2026352035,2016-04-29,7604,4.710000038,4.710000038,1692,0,4.710000038,0,0,492,NA,NA,NA,1,490,510
2026352035,2016-04-30,4729,2.930000067,2.930000067,1506,0,2.930000067,0,0,594,NA,NA,NA,1,573,607
2026352035,2016-05-01,3609,2.279999971,2.279999971,1447,0,2.279999971,0,0,716,NA,NA,NA,1,527,546
2026352035,2016-05-02,7018,4.349999905,4.349999905,1690,0,4.349999905,0,0,716,NA,NA,NA,1,511,543
2026352035,2016-05-03,5992,3.720000029,3.720000029,1604,0,3.720000029,0,0,981,NA,NA,NA,NA,NA,NA
2026352035,2016-05-04,6564,4.070000172,4.070000172,1658,0,4.070000172,0,0,530,NA,NA,NA,1,538,560
2026352035,2016-05-05,12167,7.539999962,7.539999962,1926,0,7.539999962,0,0,479,NA,NA,NA,1,468,485
2026352035,2016-05-06,8198,5.079999924,5.079999924,1736,0,5.079999924,0,0,511,NA,NA,NA,1,524,548
2026352035,2016-05-07,4193,2.599999905,2.599999905,1491,0,2.599999905,0,0,665,NA,NA,NA,1,511,521
2026352035,2016-05-08,5528,3.450000048,3.450000048,1555,0,3.450000048,0,0,610,NA,NA,NA,1,541,568
2026352035,2016-05-09,10685,6.619999886,6.619999886,1869,0,6.599999905,0,0,543,NA,NA,NA,1,531,556
2026352035,2016-05-10,254,0.1599999964,0.1599999964,1141,0,0.1599999964,0,0,1002,NA,NA,NA,1,357,380
2026352035,2016-05-11,8580,5.320000172,5.320000172,1698,0,5.320000172,0,0,569,NA,NA,NA,1,523,553
2026352035,2016-05-12,8891,5.510000229,5.510000229,1364,0,5.510000229,0,0,330,NA,NA,NA,1,456,485
2320127002,2016-04-12,10725,7.489999771,7.489999771,2124,1.169999957,6.010000229,0,13,1112,NA,NA,NA,NA,NA,NA
2320127002,2016-04-13,7275,4.900000095,4.900000095,2003,0,4.900000095,0,0,1105,NA,NA,NA,NA,NA,NA
2320127002,2016-04-14,3973,2.680000067,2.680000067,1696,0,2.680000067,0,0,1249,NA,NA,NA,NA,NA,NA
2320127002,2016-04-15,5205,3.50999999,3.50999999,1801,0,3.50999999,0,0,1195,NA,NA,NA,NA,NA,NA
