"Id","hour","sum_calories","total_intensity","avg_intensity","step_total","heart_mean"
4020332650,0,2697,20,0,190,74.0495852534562
4020332650,1,2967,112,0,352,74.0418135213073
4020332650,10,3093,124,0,2575,85.3967174464998
4020332650,11,3177,147,0,3336,86.9149306996431
4020332650,12,3110,132,0,3371,88.754867737181
4020332650,13,2952,98,0,2270,84.6517032792104
4020332650,14,3152,137,0,3452,87.8564374677574
4020332650,15,3416,217,0,4947,89.1720212496838
4020332650,16,3718,298,0,8747,92.2758574935315
4020332650,17,3372,215,0,5172,90.5724202480306
4020332650,18,3325,207,0,5409,92.7409745511935
4020332650,19,3259,167,0,3910,95.5384903539989
4020332650,2,3013,133,0,364,71.2114069067832
4020332650,20,3432,219,0,4943,95.0952457179446
4020332650,21,3352,229,0,3675,91.0990757008632
4020332650,22,3418,222,0,5425,87.8636727505604
4020332650,23,3057,139,0,2063,84.8026956972525
4020332650,3,2615,6,0,0,64.8556780510369
4020332650,4,2598,9,0,137,61.3399725902238
4020332650,5,2581,3,0,31,61.6566388788208
4020332650,6,2588,4,0,64,62.752846762824
4020332650,7,2874,90,0,2656,71.660333006856
4020332650,8,2926,89,0,2083,78.0652307692308
4020332650,9,3241,173,0,3227,84.8300395256917
4057192912,0,298,1,0,7,NA
4057192912,1,296,0,0,0,NA
4057192912,10,328,12,1.5,325,NA
4057192912,11,434,32,8.5,1833,NA
4057192912,12,344,19,5.5,438,NA
4057192912,13,432,37,12,1657,NA
4057192912,14,357,18,5.5,730,NA
4057192912,15,332,13,3,399,NA
4057192912,16,326,28,11,1284,NA
4057192912,17,254,12,5,326,NA
4057192912,18,333,35,15,1213,NA
4057192912,19,301,32,12,676,NA
4057192912,2,296,0,0,0,NA
4057192912,20,256,14,7,305,NA
4057192912,21,224,1,0,11,NA
4057192912,22,226,2,0,23,NA
4057192912,23,222,0,0,0,NA
4057192912,3,315,8,0,156,NA
4057192912,4,296,0,0,0,NA
4057192912,5,296,0,0,0,NA
4057192912,6,300,2,0,24,NA
4057192912,7,452,55,14.5,1813,NA
4057192912,8,494,69,19,2295,NA
4057192912,9,437,41,9.5,1790,NA
4319703577,0,1915,14,0,206,NA
4319703577,1,1906,12,0,98,NA
4319703577,10,3958,859,34.5,30068,NA
4319703577,11,3255,656,26.5,16649,NA
4319703577,12,3463,776,28,20378,NA
4319703577,13,2832,463,15,11582,NA
4319703577,14,3018,535,19,13634,NA
4319703577,15,3024,590,19,11576,NA
4319703577,16,2981,560,17.5,11652,NA
4319703577,17,2913,522,16,11411,NA
4319703577,18,2926,522,16,13536,NA
4319703577,19,3609,807,28.5,24951,NA
4319703577,2,1903,8,0,67,NA
4319703577,20,2670,382,9.5,9801,NA
4319703577,21,2237,187,5,3676,NA
4319703577,22,2460,305,8,6070,NA
4319703577,23,1998,89,0.5,1430,NA
4319703577,3,1921,19,0,200,NA
4319703577,4,1862,19,0,199,NA
4319703577,5,1989,65,0,2057,NA
4319703577,6,2068,95,0,3672,NA
4319703577,7,2174,151,1,3932,NA
4319703577,8,2481,306,5.5,7312,NA
4319703577,9,2341,247,3.5,5307,NA
4388161847,0,2486,15,0,173,55.9986008115293
4388161847,1,2480,18,0,149,54.3713921901528
4388161847,10,4191,458,12,16741,66.4624005197336
4388161847,11,4040,425,8,14842,65.9683168316832
4388161847,12,4412,559,11,18727,66.8801407153028
4388161847,13,4170,481,9,15203,66.4021776406036
4388161847,14,4047,467,7,14305,65.7060365161178
4388161847,15,3627,364,10,11314,62.8385015235705
4388161847,16,5134,725,23,25459,73.6458659632347
4388161847,17,5730,1029,29.5,28778,76.8940521902672
4388161847,18,5654,982,24,28718,74.3909277051504
4388161847,19,5164,748,18.5,25173,74.8307949924248
4388161847,2,2480,17,0,170,53.025312895514
4388161847,20,4811,745,13.5,21989,70.7176574977817
4388161847,21,3091,204,4,4971,63.9866957219865
4388161847,22,2726,105,2,2075,61.6038160858619
4388161847,23,2514,38,0,548,59.2389964157706
4388161847,3,2509,25,0,372,52.183312782573
4388161847,4,2545,39,0,666,52.9268613522757
4388161847,5,4771,782,28,17827,70.8015934874859
4388161847,6,6124,1106,31,33020,76.093246541904
4388161847,7,3693,285,11,11505,64.512161343374
4388161847,8,3889,466,9,13507,63.5099462136088
4388161847,9,3879,436,9,13533,62.5647392387662
4445114986,0,2395,110,1,1781,NA
4445114986,1,2461,144,4,1941,NA
4445114986,10,2673,221,1,5572,NA
4445114986,11,2807,269,6,5534,NA
4445114986,12,3101,417,14,7580,NA
4445114986,13,3575,630,14,13686,NA
4445114986,14,3140,417,11,8264,NA
4445114986,15,3204,475,13,9563,NA
4445114986,16,3261,505,14,9984,NA
4445114986,17,3210,485,16.5,9602,NA
4445114986,18,4192,886,19.5,23898,NA
4445114986,19,3590,631,18,14542,NA
4445114986,2,2277,58,1,894,NA
4445114986,20,3085,432,14.5,7752,NA
4445114986,21,3021,401,11.5,7485,NA
4445114986,22,3063,420,13,8212,NA
4445114986,23,2969,391,13.5,7132,NA
4445114986,3,2171,15,0,175,NA
4445114986,4,2184,20,0,265,NA
4445114986,5,2181,19,0,226,NA
4445114986,6,2186,23,0,239,NA
4445114986,7,2236,42,1,549,NA
4445114986,8,2374,96,0,1757,NA
4445114986,9,2365,91,0,1915,NA
4558609924,0,1865,67,0,1044,67.3143342226534
4558609924,1,1811,36,0,487,66.0858505564388
4558609924,10,3091,677,20,14188,82.1110313257338
4558609924,11,3149,718,18,17535,80.1064089167538
4558609924,12,3079,666,21,14170,79.7600720602686
4558609924,13,3473,826,19,17890,84.2891195693964
4558609924,14,3608,893,23,21579,84.9321909783245
4558609924,15,3348,749,22,16780,86.308287863147
4558609924,16,3830,1013,24.5,26462,87.9918195887685
4558609924,17,3399,798,25.5,17941,86.12466946648
4558609924,18,3584,942,25,24480,88.512616916762
4558609924,19,3186,731,22,18359,83.0011521622244
4558609924,2,1739,3,0,24,66.2101167315175
4558609924,20,2872,561,15,10327,79.8468159859464
4558609924,21,2610,497,15.5,8752,75.665751920966
4558609924,22,2277,326,9.5,5525,70.9901845308206
4558609924,23,1945,143,2,2472,68.217163862576
4558609924,3,1736,0,0,0,80.3571428571429
4558609924,4,1736,0,0,0,96
4558609924,5,1736,0,0,0,68.4444444444444
4558609924,6,1816,39,0,934,83.790990990991
4558609924,7,1952,109,0,1890,79.5006941230912
4558609924,8,2262,245,0,5336,83.2298850574713
4558609924,9,2942,596,20,11734,84.2328252957234
4702921684,0,2626,2,0,15,NA
4702921684,1,2637,4,0,31,NA
4702921684,10,3811,367,6,9847,NA
4702921684,11,3909,435,6,13460,NA
4702921684,12,4850,720,14,23349,NA
4702921684,13,4163,520,9,15135,NA
4702921684,14,4292,589,9,16139,NA
4702921684,15,3775,408,8.5,9395,NA
4702921684,16,3907,448,10.5,11362,NA
4702921684,17,4918,684,23,22103,NA
4702921684,18,4945,779,23,21102,NA
4702921684,19,5070,862,26,22419,NA
4702921684,2,2659,11,0,208,NA
4702921684,20,4740,749,26,16344,NA
4702921684,21,5035,827,27.5,20118,NA
4702921684,22,3570,321,12,7939,NA
4702921684,23,2556,7,0,89,NA
4702921684,3,2639,5,0,31,NA
4702921684,4,2640,8,0,68,NA
4702921684,5,2759,38,0,1058,NA
4702921684,6,4466,594,22,17938,NA
4702921684,7,3794,313,9,9199,NA
4702921684,8,3594,293,5,8401,NA
4702921684,9,4536,469,13,19809,NA
5553957443,0,1803,59,0,950,59.6477967192023
5553957443,1,1753,29,0,378,60.0072233774762
5553957443,10,2191,297,5,7659,64.4037888258486
5553957443,11,2401,407,4.5,10422,72.4620397799408
5553957443,12,2780,585,9,17898,74.3876957494407
5553957443,13,2446,421,8,11411,71.4206470189702
5553957443,14,2617,489,4,12643,77.4893124900303
5553957443,15,2319,361,4,8400,71.1572203516648
5553957443,16,3321,882,17.5,26217,81.2296901172529
5553957443,17,4010,1235,28,38743,82.304767734476
5553957443,18,2981,629,20.5,20673,71.0947888193281
5553957443,19,2772,583,18.5,15775,69.2428597089995
5553957443,2,1770,42,1,503,60.2766384306732
5553957443,20,2540,493,15.5,10309,67.9107276119403
5553957443,21,2531,473,14.5,11267,66.9270361445783
5553957443,22,2234,318,9,6696,63.0964390194694
5553957443,23,1984,203,1,3478,61.0909569983137
5553957443,3,1742,21,0,234,60.1690623617868
5553957443,4,1745,21,0,280,60.3694444444444
5553957443,5,1808,65,1,830,59.8691062631949
5553957443,6,2716,555,18,12625,68.142378559464
5553957443,7,3400,760,27,34460,71.7824598116618
5553957443,8,2325,329,2,12163,65.6100655089945
5553957443,9,1945,119,3,2892,62.7906099350241
5577150313,0,2613,69,0,1499,55.5170726518455
5577150313,1,2553,81,0,1874,54.463864628821
5577150313,10,6082,1214,17.5,19817,78.8764134275618
5577150313,11,6523,1328,28,26848,82.0825679562112
5577150313,12,4497,645,15,12146,73.7416326530612
5577150313,13,4301,604,9,9607,75.5376623376623
5577150313,14,5349,870,16,17624,83.7144642069675
5577150313,15,4690,724,13,14140,76.4230242777898
5577150313,16,4190,536,8,9058,71.442996742671
5577150313,17,4011,492,9,8169,69.7613301662708
5577150313,18,4530,707,9,10911,73.1495920217588
5577150313,19,6344,1306,32,17692,81.1426318556159
5577150313,2,2541,73,0.5,832,54.0753432302712
5577150313,20,4663,705,12,12335,73.4461642642933
5577150313,21,3227,270,5,4414,64.2285960750485
5577150313,22,2802,174,1,2446,59.3259436107322
5577150313,23,2389,37,1,528,55.3714651460491
5577150313,3,2377,22,0,383,51.5497082713648
5577150313,4,2538,59,0,1607,52.2864077669903
5577150313,5,2982,211,1,5276,54.5442764578834
5577150313,6,7468,1761,58,28226,84.4019388516033
5577150313,7,5232,932,24,15192,77.1048425011754
5577150313,8,4428,633,11,13017,69.9430036771821
5577150313,9,4486,633,11.5,14878,70.4473561936623
6117666160,0,1946,82,0,1483,80.0088655393203
6117666160,1,1855,40,0,933,76.6901262320595
6117666160,10,2986,542,18.5,12709,89.7898236092266
6117666160,11,2937,511,16.5,11713,89.4651950162514
6117666160,12,3088,605,25,13993,92.2875344804939
6117666160,13,3266,678,30,16256,92.3911511354738
6117666160,14,2970,552,24,12444,90.6975021783329
6117666160,15,3285,702,33,15586,93.1293868921776
6117666160,16,3170,586,23,15526,93.8284888144879
6117666160,17,3240,658,28,14494,93.4317979197623
6117666160,18,3138,611,21,13236,91.5641583297086
6117666160,19,2972,555,18,11331,90.825814714672
6117666160,2,1822,32,0,599,71.2313712146989
6117666160,20,2753,440,4,9946,91.2888956680903
6117666160,21,2248,234,4,4479,84.2212620251101
6117666160,22,2181,220,4,4479,82.6760456273764
6117666160,23,2020,144,0,3195,80.1752671755725
6117666160,3,1819,35,0,578,69.2166865722573
6117666160,4,1831,37,0,836,68.6044362292052
6117666160,5,1847,43,0,881,67.3403903407211
6117666160,6,1848,44,0,844,67.3658330517067
6117666160,7,2093,157,0,3249,72.3351866560762
6117666160,8,2506,330,5.5,7108,80.991590649943
6117666160,9,2737,439,12,9775,85.2804164883754
6290855005,0,2408,0,0,0,NA
6290855005,1,2408,0,0,0,NA
6290855005,10,4142,649,22,17548,NA
6290855005,11,3948,620,23.5,15476,NA
6290855005,12,3941,624,25.5,14453,NA
6290855005,13,4012,631,23,16473,NA
6290855005,14,3939,615,21,14726,NA
6290855005,15,3681,510,20,13031,NA
6290855005,16,3490,439,14,10637,NA
6290855005,17,3212,380,15,6363,NA
6290855005,18,2905,249,3,3969,NA
6290855005,19,2660,146,0,2340,NA
6290855005,2,2408,0,0,0,NA
6290855005,20,2563,101,0,1187,NA
6290855005,21,2730,145,0,1424,NA
6290855005,22,2399,29,0,1189,NA
6290855005,23,2374,19,0,639,NA
6290855005,3,2408,0,0,0,NA
6290855005,4,2408,0,0,0,NA
6290855005,5,2435,10,0,93,NA
6290855005,6,2931,219,6.5,3150,NA
6290855005,7,3570,451,18.5,12310,NA
6290855005,8,3576,448,16,11077,NA
6290855005,9,4829,764,25,17593,NA
6775888955,0,2156,50,0,1016,86.5168986083499
6775888955,1,2015,1,0,9,78.5419161676647
6775888955,10,2209,85,0,2003,86.9488341968912
6775888955,11,2625,231,0,4298,95.7707212055974
6775888955,12,2694,243,0,7419,96.6577092511013
6775888955,13,2510,197,0,4159,100.36177972283
6775888955,14,2365,120,0,3257,99.2200165425972
6775888955,15,2166,65,0,1166,106.510603588907
6775888955,16,2224,102,0,1915,106.427921092564
6775888955,17,2143,64,0,1224,106.767366720517
6775888955,18,2528,222,0,6121,105.853064651553
6775888955,19,2357,139,0,2952,105.918786692759
6775888955,2,2023,7,0,154,75.3063932448733
6775888955,20,2352,139,0,2844,101.06648199446
6775888955,21,2336,97,0,3445,95.0727945712523
6775888955,22,2271,94,0,2759,93.7160256410256
6775888955,23,2253,92,0,2046,91.9875078076202
6775888955,3,2002,0,0,0,69.6238894373149
6775888955,4,2010,4,0,40,70.7188099808061
6775888955,5,2198,70,0,2127,78.0534351145038
6775888955,6,2347,117,0,4129,82.1906040268456
6775888955,7,2439,130,0,2833,90.2315380344253
6775888955,8,2992,287,0,7267,96.184371972877
6775888955,9,2336,112,0,2188,85.9467149508536
6962181067,0,1700,14,0,156,65.9718371356839
6962181067,1,1726,31,0,397,65.9364069952305
6962181067,10,4407,1356,28,44497,94.0569980132904
6962181067,11,3507,892,27,26735,83.5769855386281
6962181067,12,3855,1089,19,34103,95.1080940250116
6962181067,13,2204,274,3,6551,78.1769895888477
6962181067,14,2143,269,8,5240,74.2224366041896
6962181067,15,2651,516,16,12761,76.1831837016575
6962181067,16,3044,693,20.5,18355,78.75294599018
6962181067,17,3296,829,22.5,22938,81.7015628876209
6962181067,18,3028,681,24,17523,81.0428571428571
6962181067,19,3176,757,18,23739,82.0308041799182
6962181067,2,1719,27,0,392,65.3208253153731
6962181067,20,2339,365,11,9430,77.0214651191813
6962181067,21,1855,116,2,2310,71.8294767870302
6962181067,22,1892,150,3.5,2396,71.5949446680081
6962181067,23,1767,82,1,1574,67.8493610569634
6962181067,3,1695,12,0,151,64.1773968934119
6962181067,4,1705,17,0,286,63.3082839621661
6962181067,5,1681,4,0,30,62.8008793969849
6962181067,6,1749,44,0,749,64.5165489404642
6962181067,7,2770,556,10,13345,77.9895147524994
6962181067,8,3109,698,25,16742,80.7274158010702
6962181067,9,4443,1417,35,43221,95.4271883824123
7007744171,0,1690,0,0,0,NA
7007744171,1,1625,0,0,0,NA
7007744171,10,3576,718,19,21514,90.9058993102028
7007744171,11,3235,612,23,15703,88.698675145734
7007744171,12,3004,534,18,11774,88.7995978552279
7007744171,13,3237,548,17,15113,91.867201426025
7007744171,14,2533,326,12,7534,86.3522380778144
7007744171,15,2829,445,16,10536,87.6972923983233
7007744171,16,3139,533,22,13656,89.5180216031836
7007744171,17,3121,536,17,13584,90.8389420238517
7007744171,18,2719,400,16,9493,87.9439098505951
7007744171,19,2861,475,12,11960,88.1680311890838
7007744171,2,1625,0,0,0,NA
7007744171,20,2255,244,6,5683,82.0379377431907
7007744171,21,1799,74,0,1393,77.5382677165354
7007744171,22,1725,43,0,795,88.8351254480287
7007744171,23,1629,2,0,13,69.625
7007744171,3,1625,0,0,0,NA
7007744171,4,1625,0,0,0,NA
7007744171,5,1630,2,0,50,90
7007744171,6,3506,733,28,22429,97.5736560012993
7007744171,7,4087,1028,27,31250,93.3343023255814
7007744171,8,6516,2218,108,73921,104.335657833566
7007744171,9,4538,1095,37,28008,98.2951813214108
7086361926,0,2323,68,0,1505,NA
7086361926,1,2207,29,0,534,NA
7086361926,10,2715,208,4,6746,NA
7086361926,11,2557,144,4,4523,NA
7086361926,12,3332,465,7,15639,NA
7086361926,13,6301,1601,37.5,66597,NA
7086361926,14,3204,396,4.5,13680,NA
7086361926,15,2966,328,5,11515,NA
7086361926,16,3957,610,20.5,23719,NA
